"lon";"lat";"species";"datasetKey";"reference";"ID";"sst_mean";"sst_range";"ph_mean";"dissolved_oxygen";"bathymetry_mean";"cell";"sp"
-75.7716;10.1765;"Epinephelus itajara";"d8cd16ba-bb74-4420-821e-083f2bac17c2";"GBIF";157;28.3454471335008;4.21668326451952;8.04411859289435;203.262850223551;-16.6666660308838;3765482;1
-81.750991;25.813209;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";158;25.9542390286466;14.69376243552;8.05326355700752;211.044937646811;-7.58333349227905;2074849;1
-80.895556;24.805507;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";159;26.9548599594736;10.6874741170477;8.05452088182416;205.456524832195;-2.08333325386047;2182887;1
-83.515872;28.083853;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";160;24.3417912547112;15.8735108567132;8.07013770743223;217.386914334669;-29.4444446563721;1831769;1
-81.955212;24.676199;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";163;26.5895528520089;11.789039424247;8.05790890548543;208.192546960278;-10.4166669845581;2199068;1
-81.847125;24.752698;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";164;26.4818763210677;12.2310971116382;8.05656565949016;207.825170264987;-15;2188269;1
-81.285647;29.984773;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";165;23.2669130438491;15.5455954517434;8.09090984600451;217.877851713079;-14.722222328186;1626576;1
-81.851146;24.404048;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";166;26.9749454924754;8.84185181926598;8.05732839782497;206.865771814284;-68.8611145019531;2226075;1
-79.940486;26.905796;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";167;26.9679512193058;7.87798238072506;8.05716379979208;205.560152393379;-177.777770996094;1956064;1
-80.449426;27.842179;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";169;25.3920631951996;10.7392610282807;8.07794680804094;210.485273232293;-7.41666650772095;1858836;1
-83.592601;26.66239;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";170;25.6580059275737;11.0488877128575;8.06924988098026;212.390428907569;-60;1982996;1
-80.802475;24.805738;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";178;26.9866261569379;10.2621810128515;8.05428764961342;205.359910873106;-0.888888895511627;2182888;1
-81.957754;26.097166;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";180;25.7722399880814;14.925496853876;8.05348795326015;211.676483200501;-10.6944446563721;2047840;1
-81.525951;24.482637;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";181;26.9996106838795;8.95460811828348;8.05684173601208;206.329564833326;-100.861114501953;2220681;1
-81.6005;3.999989;"Epinephelus itajara";"6c59c9b6-a3fa-4861-aab9-f188533298e7";"GBIF";182;27.1752967840614;5.54355692947949;8.00896367101113;210.274769305923;-385.027770996094;4435089;1
-81.513871;24.407839;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";183;27.0478102642436;8.31279021026184;8.05684149612989;206.143721912913;-168.58332824707;2226082;1
-82.820467;27.990533;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";184;24.4673052491834;17.8988140426365;8.05199578825049;217.553013623232;-0.694444417953491;1842585;1
-83.118722;27.825019;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";185;24.4967102037627;16.6480858768787;8.05889650937014;216.984545630817;-19.0277786254883;1858782;1
-82.9637;27.956836;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";186;24.373452520441;17.5061749325404;8.05200529196667;217.538934462827;-10.1666669845581;1842582;1
-83.081487;28.061411;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";187;24.2798446970328;17.2305603843535;8.05395360129241;217.642393463854;-15.1388893127441;1831778;1
-82.454986;27.788515;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";188;24.7865257583374;17.2728132344361;8.05372297959623;216.536816092328;-3.5;1864196;1
-83.094424;27.817011;"Epinephelus itajara";"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"GBIF";189;24.4715333045077;16.8269162238751;8.05709646109821;217.015919715851;-15.3055553436279;1858783;1
